0	0	0.000014
2048	8192	0.000761
4096	16384	0.002418
6144	24576	0.003934
8192	32768	0.003172
10240	40960	0.005703
12288	49152	0.007514
14336	57344	0.008582
16384	65536	0.007382
18432	73728	0.010938
20480	81920	0.012237
22528	90112	0.009173
24576	98304	0.010452
26624	106496	0.010853
28672	114688	0.011872
30720	122880	0.012641
32768	131072	0.015137
34816	139264	0.014964
36864	147456	0.015790
38912	155648	0.018282
40960	163840	0.019566
43008	172032	0.018226
45056	180224	0.019566
47104	188416	0.022196
49152	196608	0.022167
51200	204800	0.024199
53248	212992	0.025087
55296	221184	0.024542
57344	229376	0.025894
59392	237568	0.027214
61440	245760	0.027957
63488	253952	0.028776
65536	262144	0.029277
67584	270336	0.030147
69632	278528	0.033504
71680	286720	0.033617
73728	294912	0.038599
75776	303104	0.038084
77824	311296	0.037294
79872	319488	0.037263
81920	327680	0.042019
83968	335872	0.040780
86016	344064	0.041386
88064	352256	0.042027
90112	360448	0.042318
92160	368640	0.044802
94208	376832	0.047816
96256	385024	0.047752
98304	393216	0.046403
100352	401408	0.050370
102400	409600	0.050677
104448	417792	0.048217
106496	425984	0.050337
108544	434176	0.055109
110592	442368	0.062891
112640	450560	0.057549
114688	458752	0.061991
116736	466944	0.058615
118784	475136	0.067921
120832	483328	0.066506
122880	491520	0.060174
124928	499712	0.062512
126976	507904	0.074865
129024	516096	0.066083
131072	524288	0.063913
133120	532480	0.066351
135168	540672	0.065856
137216	548864	0.067572
139264	557056	0.067787
141312	565248	0.070273
143360	573440	0.071118
145408	581632	0.071571
147456	589824	0.072321
149504	598016	0.072938
151552	606208	0.076532
153600	614400	0.093334
155648	622592	0.099023
157696	630784	0.094986
159744	638976	0.081794
161792	647168	0.084872
163840	655360	0.087564
165888	663552	0.088674
167936	671744	0.088421
169984	679936	0.090414
172032	688128	0.103219
174080	696320	0.087243
176128	704512	0.088883
178176	712704	0.116054
180224	720896	0.095855
182272	729088	0.091503
184320	737280	0.094896
186368	745472	0.122856
188416	753664	0.096982
190464	761856	0.099937
192512	770048	0.115663
194560	778240	0.156179
196608	786432	0.145491
198656	794624	0.154897
200704	802816	0.127632
202752	811008	0.139559
204800	819200	0.140062
206848	827392	0.140093
208896	835584	0.131852
210944	843776	0.127531
212992	851968	0.139084
215040	860160	0.134205
217088	868352	0.128653
219136	876544	0.131546
221184	884736	0.168180
223232	892928	0.179117
225280	901120	0.133925
227328	909312	0.211575
229376	917504	0.192718
231424	925696	0.183728
233472	933888	0.155551
235520	942080	0.145264
237568	950272	0.191355
239616	958464	0.145792
241664	966656	0.134274
243712	974848	0.155693
245760	983040	0.136945
247808	991232	0.137834
249856	999424	0.141079
251904	1007616	0.160111
253952	1015808	0.148317
256000	1024000	0.148094
258048	1032192	0.142071
260096	1040384	0.147738
262144	1048576	0.144961
264192	1056768	0.147847
266240	1064960	0.155615
268288	1073152	0.157829
270336	1081344	0.161189
272384	1089536	0.153422
274432	1097728	0.158562
276480	1105920	0.157772
278528	1114112	0.164199
280576	1122304	0.163852
282624	1130496	0.165596
284672	1138688	0.161201
286720	1146880	0.163739
288768	1155072	0.164024
290816	1163264	0.171530
292864	1171456	0.178543
294912	1179648	0.172611
296960	1187840	0.166371
299008	1196032	0.167722
301056	1204224	0.171528
303104	1212416	0.169112
305152	1220608	0.171336
307200	1228800	0.175010
309248	1236992	0.172484
311296	1245184	0.176550
313344	1253376	0.177454
315392	1261568	0.184261
317440	1269760	0.179062
319488	1277952	0.178812
321536	1286144	0.179002
323584	1294336	0.183913
325632	1302528	0.186142
327680	1310720	0.184525
329728	1318912	0.186765
331776	1327104	0.185744
333824	1335296	0.190356
335872	1343488	0.192699
337920	1351680	0.192589
339968	1359872	0.194943
342016	1368064	0.245308
344064	1376256	0.181461
346112	1384448	0.199454
348160	1392640	0.207144
350208	1400832	0.209917
352256	1409024	0.205252
354304	1417216	0.210439
356352	1425408	0.212066
358400	1433600	0.204456
360448	1441792	0.204926
362496	1449984	0.228047
364544	1458176	0.207961
366592	1466368	0.204139
368640	1474560	0.207562
370688	1482752	0.207590
372736	1490944	0.209626
374784	1499136	0.208998
376832	1507328	0.217722
