2560	2000	0.115564
2816	2000	0.146355
2944	2000	0.157505
3072	2000	0.170625
3328	2000	0.207087
3456	2000	0.220935
3584	2000	0.242396
3712	2000	0.256658
3840	2000	0.274971
3968	2000	0.295188
4096	2000	0.312764
4224	2000	0.330857
4352	2000	0.351574
4480	2000	0.377095
4608	2000	0.396708
4736	2000	0.415422
4864	2000	0.437240
4992	2000	0.454084
5120	2000	0.481050
5248	2000	0.515286
5376	2000	0.529592
5504	2000	0.549987
5632	2000	0.578391
5760	2000	0.610251
5888	2000	0.629590
6016	2000	0.656258
6272	2000	0.715018
6400	2000	0.747283
6528	2000	0.787965
6656	2000	0.849614
6784	2000	0.833328
6912	2000	0.904205
7040	2000	0.950605
7296	2000	0.996409
7424	2000	1.021895
7552	2000	1.040342
7680	2000	1.116291
7808	2000	1.106208
7936	2000	1.147770
8064	2000	1.181801
8192	2000	1.217136
8448	2000	1.335222
8576	2000	1.364009
8704	2000	1.408964
8832	2000	1.468809
8960	2000	1.480868
9088	2000	1.518359
9216	2000	1.553927
9344	2000	1.594572
9472	2000	1.628110
9600	2000	1.696659
9728	2000	1.742887
9856	2000	1.875377
9984	2000	1.822157
10112	2000	1.866269
10240	2000	1.908397
10368	2000	2.053236
10496	2000	2.013586
10624	2000	2.074915
10752	2000	2.115061
10880	2000	2.163269
11008	2000	2.232505
11136	2000	2.280142
11264	2000	2.397556
11392	2000	2.387021
11520	2000	2.466618
11648	2000	2.527596
11776	2000	2.540412
11904	2000	2.603659
12032	2000	2.658077
12160	2000	2.710665
12288	2000	2.816738
12416	2000	2.831451
12544	2000	2.819159
12672	2000	2.932858
12800	2000	2.910377
12928	2000	2.962733
13056	2000	3.148944
13184	2000	3.156075
13312	2000	3.227787
13440	2000	3.267270
13568	2000	3.510795
13696	2000	3.382716
13824	2000	3.414456
13952	2000	3.710312
14080	2000	3.783927
14208	2000	3.763735
14336	2000	3.934249
14464	2000	3.772622
14592	2000	3.868591
14720	2000	3.928713
14848	2000	4.025964
14976	2000	4.094218
15104	2000	4.076809
15232	2000	4.193430
15360	2000	4.235339
15488	2000	4.330818
15616	2000	4.409908
15744	2000	4.474352
15872	2000	4.538058
16000	2000	4.648448
16128	2000	4.677034
16256	2000	4.807841
16384	2000	4.825183
16512	2000	4.994665
16640	2000	5.072540
16768	2000	5.094338
16896	2000	5.209883
17024	2000	5.264145
17152	2000	5.348744
17280	2000	5.559699
17408	2000	5.491765
17536	2000	5.755189
17664	2000	5.739229
17792	2000	5.714802
17920	2000	5.863637
18048	2000	6.001287
18176	2000	6.056882
18304	2000	6.195814
18432	2000	6.224642
18560	2000	6.200371
18688	2000	6.290759
18816	2000	6.450238
18944	2000	6.501322
19072	2000	6.529045
19200	2000	6.650526
19328	2000	6.729793
19456	2000	6.855642
19584	2000	6.914422
19712	2000	7.223094
19840	2000	7.323959
19968	2000	7.236599
20096	2000	7.412827
20224	2000	7.419525
20352	2000	7.513846
20480	2000	7.604227
