12000	0	1.565030
12000	128	2.672008
12000	256	2.662308
12000	384	2.631608
12000	512	2.684698
12000	640	2.656484
12000	768	2.657733
12000	896	2.626138
12000	1024	2.628063
12000	1152	2.672088
12000	1280	2.631304
12000	1408	2.626180
12000	1536	2.609787
12000	1664	2.553010
12000	1792	2.558042
12000	1920	2.533317
12000	2048	2.548339
12000	2176	2.545517
12000	2304	2.551787
12000	2432	2.536050
12000	2560	2.536370
12000	2688	2.577774
12000	2816	2.588562
12000	3072	2.532691
12000	3200	2.545678
12000	3328	2.551285
12000	3456	2.570054
12000	3584	2.617133
12000	3712	2.535906
12000	3840	2.536232
12000	3968	2.516195
12000	4096	2.550192
12000	4224	2.483276
12000	4352	2.601300
12000	4480	2.638632
12000	4608	2.508631
12000	4736	2.575228
12000	4864	2.494208
12000	4992	2.466405
12000	5120	2.516127
12000	5376	2.465060
12000	5504	2.523036
12000	5632	2.438202
12000	5760	2.439655
12000	5888	2.426680
12000	6016	2.490653
12000	6144	2.507429
12000	6272	2.454661
12000	6400	2.452625
12000	6528	2.421194
12000	6656	2.450243
12000	6784	2.494158
12000	6912	2.456071
12000	7040	2.464002
12000	7168	2.450446
12000	7424	2.427939
12000	7680	2.477984
12000	7808	2.375465
12000	8064	2.354456
12000	8320	2.375540
12000	8704	2.367425
12000	8832	2.378677
12000	9088	2.334475
12000	9344	2.402544
12000	9600	2.368296
12000	9984	2.359496
12000	10240	2.380922
12000	10752	2.352741
12000	10880	2.298620
12000	11264	2.363818
